0.00136557,0.44036,0.00218,1.0,5000,0.026178,5,3,2,1.0,1,0.0002
0.00136557,0.44036,0.00218,1.0,5000,0.030378,6,7,4,1.00020004001,2,0.0004
0.00136557,0.44036,0.00218,1.0,5000,0.02816,2,6,3,1.0,1,0.0002
0.00136557,0.44036,0.00218,1.0,5000,0.024643,1,8,2,1.0,1,0.0002
0.00136557,0.44036,0.00218,1.0,5000,0.033231,5,12,5,1.0,1,0.0002
0.00136557,0.44036,0.00218,1.0,5000,0.02622,5,5,3,1.0,1,0.0002
0.00136557,0.44036,0.00218,1.0,5000,0.035921,7,7,5,1.0,1,0.0002
0.00136557,0.44036,0.00218,1.0,5000,0.03552,4,10,5,1.0,1,0.0002
0.00136557,0.44036,0.00218,1.0,5000,0.029632,3,9,4,1.0,1,0.0002
0.00136557,0.44036,0.00218,1.0,5000,0.038022,9,15,7,1.00040016006,2,0.0004
0.00136557,0.44036,0.00218,1.0,5000,0.029291,4,3,3,1.0,1,0.0002
0.00136557,0.44036,0.00218,1.0,5000,0.036085,9,8,6,1.0,1,0.0002
0.00136557,0.44036,0.00218,1.0,5000,0.027321,2,5,3,1.0,1,0.0002
0.00136557,0.44036,0.00218,1.0,5000,0.026729,2,9,3,1.0,1,0.0002
0.00136557,0.44036,0.00218,1.0,5000,0.02399,1,3,1,1.0,1,0.0002
0.00136557,0.44036,0.00218,1.0,5000,0.026651,4,6,3,1.0,1,0.0002
0.00136557,0.44036,0.00218,1.0,5000,0.035171,8,14,6,1.00040016006,3,0.0006
0.00136557,0.44036,0.00218,1.0,5000,0.023832,1,2,2,1.0,1,0.0002
0.00136557,0.44036,0.00218,1.0,5000,0.02924,4,11,4,1.00040016006,2,0.0004
0.00136557,0.44036,0.00218,1.0,5000,0.032031,4,9,5,1.0,1,0.0002
0.00136557,0.44036,0.00218,1.0,5000,0.027574,2,6,3,1.0,1,0.0002
0.00136557,0.44036,0.00218,1.0,5000,0.029681,5,7,4,1.0,1,0.0002
0.00136557,0.44036,0.00218,1.0,5000,0.028817,3,10,4,1.00020004001,2,0.0004
0.00136557,0.44036,0.00218,1.0,5000,0.033591,5,12,5,1.0,1,0.0002
0.00136557,0.44036,0.00218,1.0,5000,0.032141,4,6,4,1.0,1,0.0002
0.00136557,0.44036,0.00218,1.0,5000,0.023901,1,5,2,1.0,1,0.0002
0.00136557,0.44036,0.00218,1.0,5000,0.026834,2,3,3,1.0,1,0.0002
0.00136557,0.44036,0.00218,1.0,5000,0.026944,2,10,3,1.0,1,0.0002
0.00136557,0.44036,0.00218,1.0,5000,0.026253,2,10,3,1.0,1,0.0002
0.00136557,0.44036,0.00218,1.0,5000,0.029208,5,8,4,1.0,1,0.0002
0.00136557,0.44036,0.00218,1.0,5000,0.02606,4,4,3,1.0,1,0.0002
0.00136557,0.44036,0.00218,1.0,5000,0.032263,5,12,5,1.00020004001,2,0.0004
0.00136557,0.44036,0.00218,1.0,5000,0.031589,3,10,4,1.0,1,0.0002
0.00136557,0.44036,0.00218,1.0,5000,0.027189,3,5,3,1.0,1,0.0002
0.00136557,0.44036,0.00218,1.0,5000,0.028915,3,8,3,1.00020004001,2,0.0004
0.00136557,0.44036,0.00218,1.0,5000,0.02432,1,8,2,1.0,1,0.0002
0.00136557,0.44036,0.00218,1.0,5000,0.026088,4,6,3,1.0,1,0.0002
0.00136557,0.44036,0.00218,1.0,5000,0.030936,3,14,4,1.0,1,0.0002
0.00136557,0.44036,0.00218,1.0,5000,0.02615,4,7,3,1.0,1,0.0002
0.00136557,0.44036,0.00218,1.0,5000,0.023352,1,6,2,1.0,1,0.0002
0.00136557,0.44036,0.00218,1.0,5000,0.027211,2,7,3,1.0,1,0.0002
0.00136557,0.44036,0.00218,1.0,5000,0.029014,3,8,4,1.00020004001,2,0.0004
0.00136557,0.44036,0.00218,1.0,5000,0.026395,3,8,3,1.00020004001,2,0.0004
0.00136557,0.44036,0.00218,1.0,5000,0.029515,4,5,4,1.0,1,0.0002
0.00136557,0.44036,0.00218,1.0,5000,0.029148,4,9,4,1.00020004001,2,0.0004
0.00136557,0.44036,0.00218,1.0,5000,0.026773,2,9,3,1.0,1,0.0002
0.00136557,0.44036,0.00218,1.0,5000,0.038049,10,15,7,1.00020004001,2,0.0004
0.00136557,0.44036,0.00218,1.0,5000,0.02897,4,9,4,1.00020004001,2,0.0004
0.00136557,0.44036,0.00218,1.0,5000,0.029553,3,8,4,1.0,1,0.0002
0.00136557,0.44036,0.00218,1.0,5000,0.026862,3,3,3,1.0,1,0.0002
